Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8
OG0040830			drTriRepe4Chr5g006800.1
OG0040831			drTriRepe4Chr5g007500.2
OG0040832			drTriRepe4Chr5g008000.1
OG0040833			drTriRepe4Chr5g008400.1
OG0040834			drTriRepe4Chr5g009200.1
OG0040835			drTriRepe4Chr5g009700.1
OG0040836			drTriRepe4Chr5g011400.1
OG0040837			drTriRepe4Chr5g011800.1
OG0040838			drTriRepe4Chr5g013100.1
OG0040839			drTriRepe4Chr5g013200.1
OG0040840			drTriRepe4Chr5g013400.1
OG0040841			drTriRepe4Chr5g013500.1
OG0040842			drTriRepe4Chr5g014100.1
OG0040843			drTriRepe4Chr5g018200.1
OG0040844			drTriRepe4Chr5g019000.1
OG0040845			drTriRepe4Chr5g019300.1
OG0040846			drTriRepe4Chr5g020400.1
OG0040847			drTriRepe4Chr5g020500.1
OG0040848			drTriRepe4Chr5g021300.1
OG0040849			drTriRepe4Chr5g022800.1
OG0040850			drTriRepe4Chr5g023000.1
OG0040851			drTriRepe4Chr5g023600.1
OG0040852			drTriRepe4Chr5g024500.1
OG0040853			drTriRepe4Chr5g025200.1
OG0040854			drTriRepe4Chr5g026100.1
OG0040855			drTriRepe4Chr5g027300.1
OG0040856			drTriRepe4Chr5g028300.1
OG0040857			drTriRepe4Chr5g031300.1
OG0040858			drTriRepe4Chr5g032000.1
OG0040859			drTriRepe4Chr5g034100.1
OG0040860			drTriRepe4Chr5g034500.1
OG0040861			drTriRepe4Chr5g037400.1
OG0040862			drTriRepe4Chr5g038400.1
OG0040863			drTriRepe4Chr5g040500.1
OG0040864			drTriRepe4Chr5g040700.1
OG0040865			drTriRepe4Chr5g041300.1
OG0040866			drTriRepe4Chr5g042700.1
OG0040867			drTriRepe4Chr5g044700.1
OG0040868			drTriRepe4Chr5g045600.1
OG0040869			drTriRepe4Chr5g047000.1
OG0040870			drTriRepe4Chr5g048100.1
OG0040871			drTriRepe4Chr5g049400.1
OG0040872			drTriRepe4Chr5g050500.1
OG0040873			drTriRepe4Chr5g051900.1
OG0040874			drTriRepe4Chr5g055100.1
OG0040875			drTriRepe4Chr5g055400.1
OG0040876			drTriRepe4Chr5g058600.1
OG0040877			drTriRepe4Chr5g058700.1
OG0040878			drTriRepe4Chr5g059500.1
OG0040879			drTriRepe4Chr5g060300.1
OG0040880			drTriRepe4Chr5g064800.1
OG0040881			drTriRepe4Chr5g065300.1
OG0040882			drTriRepe4Chr5g065700.1
OG0040883			drTriRepe4Chr5g066500.1
OG0040884			drTriRepe4Chr5g066600.1
OG0040885			drTriRepe4Chr5g066800.1
OG0040886			drTriRepe4Chr5g067900.1
OG0040887			drTriRepe4Chr5g069100.1
OG0040888			drTriRepe4Chr5g070000.1
OG0040889			drTriRepe4Chr5g072200.1
OG0040890			drTriRepe4Chr5g072500.3
OG0040891			drTriRepe4Chr5g072700.2
OG0040892			drTriRepe4Chr5g074100.1
OG0040893			drTriRepe4Chr5g074600.1
OG0040894			drTriRepe4Chr5g076800.1
OG0040895			drTriRepe4Chr5g077200.2
OG0040896			drTriRepe4Chr5g080500.1
OG0040897			drTriRepe4Chr5g082300.1
OG0040898			drTriRepe4Chr5g084100.1
OG0040899			drTriRepe4Chr5g086000.1
OG0040900			drTriRepe4Chr5g088100.1
OG0040901			drTriRepe4Chr5g089100.1
OG0040902			drTriRepe4Chr5g092600.1
OG0040903			drTriRepe4Chr5g093800.1
OG0040904			drTriRepe4Chr5g096600.1
OG0040905			drTriRepe4Chr5g096700.1
OG0040906			drTriRepe4Chr5g099100.1
OG0040907			drTriRepe4Chr5g100700.1
OG0040908			drTriRepe4Chr5g102400.1
OG0040909			drTriRepe4Chr5g102800.2
OG0040910			drTriRepe4Chr5g104000.1
OG0040911			drTriRepe4Chr5g106200.1
OG0040912			drTriRepe4Chr5g106300.1
OG0040913			drTriRepe4Chr5g106400.1
OG0040914			drTriRepe4Chr5g109000.1
OG0040915			drTriRepe4Chr5g110100.1
OG0040916			drTriRepe4Chr5g110400.1
OG0040917			drTriRepe4Chr5g110800.1
OG0040918			drTriRepe4Chr5g111000.1
OG0040919			drTriRepe4Chr5g111400.1
OG0040920			drTriRepe4Chr5g112300.1
OG0040921			drTriRepe4Chr5g113300.1
OG0040922			drTriRepe4Chr5g116700.1
OG0040923			drTriRepe4Chr5g116900.1
OG0040924			drTriRepe4Chr5g118600.1
OG0040925			drTriRepe4Chr5g120500.3
OG0040926			drTriRepe4Chr5g121800.1
OG0040927			drTriRepe4Chr5g122400.1
OG0040928			drTriRepe4Chr5g123200.1
OG0040929			drTriRepe4Chr5g123600.1
OG0040930			drTriRepe4Chr5g125000.1
OG0040931			drTriRepe4Chr5g125900.1
OG0040932			drTriRepe4Chr5g126200.1
OG0040933			drTriRepe4Chr5g126900.1
OG0040934			drTriRepe4Chr5g127000.1
OG0040935			drTriRepe4Chr5g127400.1
OG0040936			drTriRepe4Chr5g127500.1
OG0040937			drTriRepe4Chr5g128400.1
OG0040938			drTriRepe4Chr5g129400.2
OG0040939			drTriRepe4Chr5g131400.1
OG0040940			drTriRepe4Chr5g132000.1
OG0040941			drTriRepe4Chr5g132400.1
OG0040942			drTriRepe4Chr5g132700.1
OG0040943			drTriRepe4Chr5g132900.1
OG0040944			drTriRepe4Chr5g135200.1
OG0040945			drTriRepe4Chr5g135400.1
OG0040946			drTriRepe4Chr5g135800.1
OG0040947			drTriRepe4Chr5g136100.1
OG0040948			drTriRepe4Chr5g138300.1
OG0040949			drTriRepe4Chr5g140200.1
OG0040950			drTriRepe4Chr5g144100.1
OG0040951			drTriRepe4Chr5g144200.1
OG0040952			drTriRepe4Chr5g145200.1
OG0040953			drTriRepe4Chr5g145300.1
OG0040954			drTriRepe4Chr5g146200.1
OG0040955			drTriRepe4Chr5g146600.1
OG0040956			drTriRepe4Chr5g147000.1
OG0040957			drTriRepe4Chr5g147100.1
OG0040958			drTriRepe4Chr5g148500.1
OG0040959			drTriRepe4Chr5g149100.1
OG0040960			drTriRepe4Chr5g149700.1
OG0040961			drTriRepe4Chr5g151700.1
OG0040962			drTriRepe4Chr5g151900.1
OG0040963			drTriRepe4Chr5g154100.1
OG0040964			drTriRepe4Chr5g157300.1
OG0040965			drTriRepe4Chr5g159000.1
OG0040966			drTriRepe4Chr5g160700.1
OG0040967			drTriRepe4Chr5g160900.1
OG0040968			drTriRepe4Chr5g162700.1
OG0040969			drTriRepe4Chr5g164000.1
OG0040970			drTriRepe4Chr5g164200.1
OG0040971			drTriRepe4Chr5g164400.1
OG0040972			drTriRepe4Chr5g166800.1
OG0040973			drTriRepe4Chr5g168500.1
OG0040974			drTriRepe4Chr5g168900.1
OG0040975			drTriRepe4Chr5g169400.1
OG0040976			drTriRepe4Chr5g169800.1
OG0040977			drTriRepe4Chr5g170100.1
OG0040978			drTriRepe4Chr5g171100.1
OG0040979			drTriRepe4Chr5g171100.2
OG0040980			drTriRepe4Chr5g171300.1
OG0040981			drTriRepe4Chr5g172000.1
OG0040982			drTriRepe4Chr5g175000.1
OG0040983			drTriRepe4Chr5g176100.1
OG0040984			drTriRepe4Chr5g176300.1
OG0040985			drTriRepe4Chr5g177100.1
OG0040986			drTriRepe4Chr5g177800.1
OG0040987			drTriRepe4Chr5g178100.1
OG0040988			drTriRepe4Chr5g181600.1
OG0040989			drTriRepe4Chr5g183900.1
OG0040990			drTriRepe4Chr5g184500.1
OG0040991			drTriRepe4Chr5g185100.1
OG0040992			drTriRepe4Chr5g185200.1
OG0040993			drTriRepe4Chr5g188000.1
OG0040994			drTriRepe4Chr5g189600.1
OG0040995			drTriRepe4Chr5g190300.1
OG0040996			drTriRepe4Chr5g191300.1
OG0040997			drTriRepe4Chr5g192400.1
OG0040998			drTriRepe4Chr5g193100.1
OG0040999			drTriRepe4Chr5g193500.1
OG0041000			drTriRepe4Chr5g196300.1
OG0041001			drTriRepe4Chr5g196800.1
OG0041002			drTriRepe4Chr5g197900.1
OG0041003			drTriRepe4Chr5g201200.1
OG0041004			drTriRepe4Chr5g206100.1
OG0041005			drTriRepe4Chr5g207700.1
OG0041006			drTriRepe4Chr5g208300.1
OG0041007			drTriRepe4Chr5g210900.1
OG0041008			drTriRepe4Chr5g211400.1
OG0041009			drTriRepe4Chr5g212000.1
OG0041010			drTriRepe4Chr5g212200.1
OG0041011			drTriRepe4Chr5g212600.1
OG0041012			drTriRepe4Chr5g213600.1
OG0041013			drTriRepe4Chr5g213900.1
OG0041014			drTriRepe4Chr5g214800.1
OG0041015			drTriRepe4Chr5g215400.1
OG0041016			drTriRepe4Chr5g219600.1
OG0041017			drTriRepe4Chr5g219800.1
OG0041018			drTriRepe4Chr5g220000.1
OG0041019			drTriRepe4Chr5g220600.1
OG0041020			drTriRepe4Chr5g220800.1
OG0041021			drTriRepe4Chr5g220900.1
OG0041022			drTriRepe4Chr5g221200.1
OG0041023			drTriRepe4Chr5g221400.1
OG0041024			drTriRepe4Chr5g222900.1
OG0041025			drTriRepe4Chr5g225000.1
OG0041026			drTriRepe4Chr5g226300.1
OG0041027			drTriRepe4Chr5g226800.1
OG0041028			drTriRepe4Chr5g227200.1
OG0041029			drTriRepe4Chr5g228400.1
OG0041030			drTriRepe4Chr5g235400.1
OG0041031			drTriRepe4Chr5g235800.1
OG0041032			drTriRepe4Chr5g238100.1
OG0041033			drTriRepe4Chr5g239200.1
OG0041034			drTriRepe4Chr5g240000.1
OG0041035			drTriRepe4Chr5g240200.1
OG0041036			drTriRepe4Chr5g241400.1
OG0041037			drTriRepe4Chr5g244400.1
OG0041038			drTriRepe4Chr5g244500.1
OG0041039			drTriRepe4Chr5g244700.1
OG0041040			drTriRepe4Chr5g244800.1
OG0041041			drTriRepe4Chr5g244900.1
OG0041042			drTriRepe4Chr5g245300.1
OG0041043			drTriRepe4Chr5g245400.1
OG0041044			drTriRepe4Chr5g247000.1
OG0041045			drTriRepe4Chr5g247800.1
OG0041046			drTriRepe4Chr5g248300.1
OG0041047			drTriRepe4Chr5g249600.1
OG0041048			drTriRepe4Chr5g251100.1
OG0041049			drTriRepe4Chr5g251200.1
OG0041050			drTriRepe4Chr5g252600.1
OG0041051			drTriRepe4Chr5g253200.1
OG0041052			drTriRepe4Chr5g254400.1
OG0041053			drTriRepe4Chr5g255000.1
OG0041054			drTriRepe4Chr5g256100.1
OG0041055			drTriRepe4Chr5g256300.1
OG0041056			drTriRepe4Chr5g257500.1
OG0041057			drTriRepe4Chr5g258100.1
OG0041058			drTriRepe4Chr5g258700.2
OG0041059			drTriRepe4Chr5g261500.1
OG0041060			drTriRepe4Chr5g261800.1
OG0041061			drTriRepe4Chr5g263500.1
OG0041062			drTriRepe4Chr5g264400.1
OG0041063			drTriRepe4Chr5g266700.1
OG0041064			drTriRepe4Chr5g267700.1
OG0041065			drTriRepe4Chr5g267900.1
OG0041066			drTriRepe4Chr5g268200.1
OG0041067			drTriRepe4Chr5g268700.1
OG0041068			drTriRepe4Chr5g269700.1
OG0041069			drTriRepe4Chr5g269800.1
OG0041070			drTriRepe4Chr5g272000.1
OG0041071			drTriRepe4Chr5g272700.1
OG0041072			drTriRepe4Chr5g273000.1
OG0041073			drTriRepe4Chr5g273200.1
OG0041074			drTriRepe4Chr5g273600.1
OG0041075			drTriRepe4Chr5g273900.1
OG0041076			drTriRepe4Chr5g273900.2
OG0041077			drTriRepe4Chr5g274000.1
OG0041078			drTriRepe4Chr5g276000.1
OG0041079			drTriRepe4Chr5g276900.1
OG0041080			drTriRepe4Chr5g277100.1
OG0041081			drTriRepe4Chr5g278800.1
OG0041082			drTriRepe4Chr5g280200.2
OG0041083			drTriRepe4Chr5g282100.1
OG0041084			drTriRepe4Chr5g288800.1
OG0041085			drTriRepe4Chr5g292900.1
OG0041086			drTriRepe4Chr5g293800.1
OG0041087			drTriRepe4Chr5g294800.1
OG0041088			drTriRepe4Chr5g295600.1
OG0041089			drTriRepe4Chr5g297000.1
OG0041090			drTriRepe4Chr5g300100.1
OG0041091			drTriRepe4Chr5g300500.1
OG0041092			drTriRepe4Chr5g305600.1
OG0041093			drTriRepe4Chr5g305900.1
OG0041094			drTriRepe4Chr5g307300.1
OG0041095			drTriRepe4Chr5g311700.1
OG0041096			drTriRepe4Chr5g311800.1
OG0041097			drTriRepe4Chr5g314000.1
OG0041098			drTriRepe4Chr5g314200.1
OG0041099			drTriRepe4Chr5g314500.1
OG0041100			drTriRepe4Chr5g319200.1
OG0041101			drTriRepe4Chr5g319400.1
OG0041102			drTriRepe4Chr5g319900.1
OG0041103			drTriRepe4Chr5g322700.1
OG0041104			drTriRepe4Chr5g322800.1
OG0041105			drTriRepe4Chr5g323200.1
OG0041106			drTriRepe4Chr5g324000.1
OG0041107			drTriRepe4Chr5g324300.1
OG0041108			drTriRepe4Chr5g324500.1
OG0041109			drTriRepe4Chr5g324600.1
OG0041110			drTriRepe4Chr5g325900.1
OG0041111			drTriRepe4Chr5g329800.1
OG0041112			drTriRepe4Chr5g330000.1
OG0041113			drTriRepe4Chr5g330400.1
OG0041114			drTriRepe4Chr5g331100.1
OG0041115			drTriRepe4Chr5g331900.1
OG0041116			drTriRepe4Chr5g336000.1
OG0041117			drTriRepe4Chr5g336100.1
OG0041118			drTriRepe4Chr5g337000.1
OG0041119			drTriRepe4Chr5g337600.1
OG0041120			drTriRepe4Chr5g337700.1
OG0041121			drTriRepe4Chr5g337900.1
OG0041122			drTriRepe4Chr5g340000.1
OG0041123			drTriRepe4Chr5g340700.1
OG0041124			drTriRepe4Chr5g342500.1
OG0041125			drTriRepe4Chr5g343600.1
OG0041126			drTriRepe4Chr5g344400.1
OG0041127			drTriRepe4Chr5g344600.1
OG0041128			drTriRepe4Chr5g347500.1
OG0041129			drTriRepe4Chr5g348200.1
OG0041130			drTriRepe4Chr5g349100.1
OG0041131			drTriRepe4Chr5g350500.1
OG0041132			drTriRepe4Chr5g350800.1
OG0041133			drTriRepe4Chr5g350900.1
OG0041134			drTriRepe4Chr5g351300.1
OG0041135			drTriRepe4Chr5g351800.1
OG0041136			drTriRepe4Chr5g353100.1
OG0041137			drTriRepe4Chr5g353200.1
OG0041138			drTriRepe4Chr5g353500.1
OG0041139			drTriRepe4Chr5g354700.1
OG0041140			drTriRepe4Chr5g359400.1
OG0041141			drTriRepe4Chr5g364000.1
OG0041142			drTriRepe4Chr5g364600.1
OG0041143			drTriRepe4Chr5g366500.1
OG0041144			drTriRepe4Chr5g366800.1
OG0041145			drTriRepe4Chr5g368200.1
OG0041146			drTriRepe4Chr5g368400.1
OG0041147			drTriRepe4Chr5g370600.1
OG0041148			drTriRepe4Chr5g370700.1
OG0041149			drTriRepe4Chr5g376300.1
OG0041150			drTriRepe4Chr5g376400.1
OG0041151			drTriRepe4Chr5g376700.1
OG0041152			drTriRepe4Chr5g376900.2
OG0041153			drTriRepe4Chr5g377000.1
OG0041154			drTriRepe4Chr5g378000.1
OG0041155			drTriRepe4Chr5g378200.1
OG0041156			drTriRepe4Chr5g379500.1
OG0041157			drTriRepe4Chr5g380000.1
OG0041158			drTriRepe4Chr5g383000.1
OG0041159			drTriRepe4Chr5g383100.1
OG0041160			drTriRepe4Chr5g383100.2
OG0041161			drTriRepe4Chr5g385300.1
OG0041162			drTriRepe4Chr5g385600.1
OG0041163			drTriRepe4Chr5g385700.1
OG0041164			drTriRepe4Chr5g385900.1
OG0041165			drTriRepe4Chr5g388200.1
OG0041166			drTriRepe4Chr5g388700.1
OG0041167			drTriRepe4Chr5g389900.1
OG0041168			drTriRepe4Chr5g391100.1
OG0041169			drTriRepe4Chr5g391700.1
OG0041170			drTriRepe4Chr5g394600.1
OG0041171			drTriRepe4Chr5g395300.1
OG0041172			drTriRepe4Chr5g395400.1
OG0041173			drTriRepe4Chr5g395700.1
OG0041174			drTriRepe4Chr5g400100.1
OG0041175			drTriRepe4Chr5g400200.1
OG0041176			drTriRepe4Chr5g401800.1
OG0041177			drTriRepe4Chr5g402100.1
OG0041178			drTriRepe4Chr5g402300.1
OG0041179			drTriRepe4Chr5g402500.1
OG0041180			drTriRepe4Chr5g407900.1
OG0041181			drTriRepe4Chr5g408600.1
OG0041182			drTriRepe4Chr5g410900.1
OG0041183			drTriRepe4Chr5g411700.1
OG0041184			drTriRepe4Chr5g413000.1
OG0041185			drTriRepe4Chr5g413700.1
OG0041186			drTriRepe4Chr5g413800.1
OG0041187			drTriRepe4Chr5g416900.1
OG0041188			drTriRepe4Chr5g417200.1
OG0041189			drTriRepe4Chr5g420700.2
OG0041190			drTriRepe4Chr5g421200.1
OG0041191			drTriRepe4Chr5g422000.1
OG0041192			drTriRepe4Chr5g422700.1
OG0041193			drTriRepe4Chr5g422900.1
OG0041194			drTriRepe4Chr5g425500.1
OG0041195			drTriRepe4Chr5g426500.1
OG0041196			drTriRepe4Chr5g426800.1
OG0041197			drTriRepe4Chr5g426900.1
OG0041198			drTriRepe4Chr5g427000.1
OG0041199			drTriRepe4Chr5g428700.1
OG0041200			drTriRepe4Chr5g428900.1
OG0041201			drTriRepe4Chr5g431100.1
OG0041202			drTriRepe4Chr5g431200.1
OG0041203			drTriRepe4Chr5g431800.1
OG0041204			drTriRepe4Chr5g432000.1
OG0041205			drTriRepe4Chr5g433300.1
OG0041206			drTriRepe4Chr5g433600.1
OG0041207			drTriRepe4Chr5g433800.1
OG0041208			drTriRepe4Chr5g436400.1
OG0041209			drTriRepe4Chr5g436700.1
OG0041210			drTriRepe4Chr5g437100.1
OG0041211			drTriRepe4Chr5g437300.1
OG0041212			drTriRepe4Chr5g441600.1
OG0041213			drTriRepe4Chr5g443700.1
OG0041214			drTriRepe4Chr5g445200.1
OG0041215			drTriRepe4Chr5g445700.1
OG0041216			drTriRepe4Chr5g447600.1
OG0041217			drTriRepe4Chr5g448500.1
OG0041218			drTriRepe4Chr5g449600.1
OG0041219			drTriRepe4Chr5g451700.1
OG0041220			drTriRepe4Chr5g454300.1
OG0041221			drTriRepe4Chr5g455400.2
OG0041222			drTriRepe4Chr5g459500.1
OG0041223			drTriRepe4Chr5g460000.1
OG0041224			drTriRepe4Chr5g460700.1
OG0041225			drTriRepe4Chr5g461200.1
OG0041226			drTriRepe4Chr5g462700.1
OG0041227			drTriRepe4Chr5g463000.1
OG0041228			drTriRepe4Chr5g464500.1
OG0041229			drTriRepe4Chr5g465700.3
OG0041230			drTriRepe4Chr5g469300.1
OG0041231			drTriRepe4Chr5g470500.1
OG0041232			drTriRepe4Chr5g470600.1
OG0041233			drTriRepe4Chr5g471000.1
OG0041234			drTriRepe4Chr5g471900.1
OG0041235			drTriRepe4Chr5g472100.1
OG0041236			drTriRepe4Chr5g472300.1
OG0041237			drTriRepe4Chr5g473900.1
OG0041238			drTriRepe4Chr5g474000.1
OG0041239			drTriRepe4Chr5g474400.1
OG0041240			drTriRepe4Chr5g474600.1
OG0041241			drTriRepe4Chr5g475200.1
OG0041242			drTriRepe4Chr5g476200.1
OG0041243			drTriRepe4Chr5g476500.1
OG0041244			drTriRepe4Chr5g480700.1
OG0041245			drTriRepe4Chr5g482600.1
OG0041246			drTriRepe4Chr5g483000.1
OG0041247			drTriRepe4Chr5g483800.1
OG0041248			drTriRepe4Chr5g485100.1
OG0041249			drTriRepe4Chr5g485800.1
OG0041250			drTriRepe4Chr5g486000.1
OG0041251			drTriRepe4Chr5g491800.1
OG0041252			drTriRepe4Chr5g499700.1
OG0041253			drTriRepe4Chr5g500500.1
OG0041254			drTriRepe4Chr5g500900.1
OG0041255			drTriRepe4Chr5g501600.1
OG0041256			drTriRepe4Chr5g501900.1
OG0041257			drTriRepe4Chr5g502000.1
OG0041258			drTriRepe4Chr5g502400.1
OG0041259			drTriRepe4Chr5g502800.1
OG0041260			drTriRepe4Chr5g502900.1
OG0041261			drTriRepe4Chr5g503500.1
OG0041262			drTriRepe4Chr5g503700.1
OG0041263			drTriRepe4Chr5g503800.1
OG0041264			drTriRepe4Chr5g503900.1
OG0041265			drTriRepe4Chr5g504400.1
OG0041266			drTriRepe4Chr5g504600.1
OG0041267			drTriRepe4Chr5g504800.1
OG0041268			drTriRepe4Chr5g505100.1
OG0041269			drTriRepe4Chr5g505300.1
OG0041270			drTriRepe4Chr5g505500.1
OG0041271			drTriRepe4Chr5g506000.1
OG0041272			drTriRepe4Chr5g506400.1
OG0041273			drTriRepe4Chr5g506600.1
OG0041274			drTriRepe4Chr5g506700.1
OG0041275			drTriRepe4Chr5g507100.1
OG0041276			drTriRepe4Chr5g508200.1
OG0041277			drTriRepe4Chr5g511100.1
OG0041278			drTriRepe4Chr5g515400.1
OG0041279			drTriRepe4Chr5g517400.1
OG0041280			drTriRepe4Chr5g518200.1
OG0041281			drTriRepe4Chr5g518700.1
OG0041282			drTriRepe4Chr5g519700.1
OG0041283			drTriRepe4Chr5g520900.1
OG0041284			drTriRepe4Chr5g522300.1
OG0041285			drTriRepe4Chr5g524100.2
OG0041286			drTriRepe4Chr5g524200.1
OG0041287			drTriRepe4Chr5g524500.1
OG0041288			drTriRepe4Chr5g526400.1
OG0041289			drTriRepe4Chr5g526600.2
OG0041290			drTriRepe4Chr5g527900.1
OG0041291			drTriRepe4Chr5g529000.1
OG0041292			drTriRepe4Chr5g530700.1
OG0041293			drTriRepe4Chr5g531900.1
OG0041294			drTriRepe4Chr5g533400.1
OG0041295			drTriRepe4Chr5g533600.1
OG0041296			drTriRepe4Chr5g534100.1
OG0041297			drTriRepe4Chr5g534300.1
OG0041298			drTriRepe4Chr5g534500.1
OG0041299			drTriRepe4Chr5g534600.1
OG0041300			drTriRepe4Chr5g534700.1
OG0041301			drTriRepe4Chr5g535000.1
OG0041302			drTriRepe4Chr5g535100.1
OG0041303			drTriRepe4Chr5g535200.1
OG0041304			drTriRepe4Chr5g535500.1
OG0041305			drTriRepe4Chr5g536200.1
OG0041306			drTriRepe4Chr5g538900.1
OG0041307			drTriRepe4Chr5g541400.1
OG0041308			drTriRepe4Chr5g542200.1
OG0041309			drTriRepe4Chr5g543400.1
OG0041310			drTriRepe4Chr5g543700.1
OG0041311			drTriRepe4Chr5g544700.1
OG0041312			drTriRepe4Chr5g545600.1
OG0041313			drTriRepe4Chr5g546600.1
OG0041314			drTriRepe4Chr5g548800.1
OG0041315			drTriRepe4Chr5g551800.1
OG0041316			drTriRepe4Chr5g553100.1
OG0041317			drTriRepe4Chr5g553200.2
OG0041318			drTriRepe4Chr5g553600.1
OG0041319			drTriRepe4Chr5g554700.1
OG0041320			drTriRepe4Chr5g555000.1
OG0041321			drTriRepe4Chr5g555100.1
OG0041322			drTriRepe4Chr5g555300.1
OG0041323			drTriRepe4Chr5g555500.1
OG0041324			drTriRepe4Chr5g556700.1
OG0041325			drTriRepe4Chr5g556800.1
OG0041326			drTriRepe4Chr5g560400.1
OG0041327			drTriRepe4Chr5g560900.1
OG0041328			drTriRepe4Chr5g561000.1
OG0041329			drTriRepe4Chr5g561300.1
OG0041330			drTriRepe4Chr5g561600.1
OG0041331			drTriRepe4Chr5g562000.1
OG0041332			drTriRepe4Chr5g562200.2
OG0041333			drTriRepe4Chr5g562400.1
OG0041334			drTriRepe4Chr5g564000.1
OG0041335			drTriRepe4Chr5g564100.1
OG0041336			drTriRepe4Chr5g564500.1
OG0041337			drTriRepe4Chr5g564700.1
OG0041338			drTriRepe4Chr5g565300.2
OG0041339			drTriRepe4Chr5g565800.1
OG0041340			drTriRepe4Chr5g566700.1
OG0041341			drTriRepe4Chr5g567000.1
OG0041342			drTriRepe4Chr5g567400.1
OG0041343			drTriRepe4Chr5g568100.1
OG0041344			drTriRepe4Chr5g569000.1
OG0041345			drTriRepe4Chr5g569100.1
OG0041346			drTriRepe4Chr5g570400.1
OG0041347			drTriRepe4Chr5g571100.1
OG0041348			drTriRepe4Chr5g571200.2
OG0041349			drTriRepe4Chr5g571800.1
OG0041350			drTriRepe4Chr5g573800.2
OG0041351			drTriRepe4Chr5g576000.1
OG0041352			drTriRepe4Chr5g577200.1
OG0041353			drTriRepe4Chr5g577600.1
OG0041354			drTriRepe4Chr5g577700.1
OG0041355			drTriRepe4Chr5g582500.1
OG0041356			drTriRepe4Chr5g583500.1
OG0041357			drTriRepe4Chr5g585200.2
OG0041358			drTriRepe4Chr5g585400.1
OG0041359			drTriRepe4Chr5g586400.1
OG0041360			drTriRepe4Chr5g587000.1
OG0041361			drTriRepe4Chr5g587700.1
OG0041362			drTriRepe4Chr5g588100.1
OG0041363			drTriRepe4Chr5g591300.1
OG0041364			drTriRepe4Chr5g592500.1
OG0041365			drTriRepe4Chr5g593400.1
OG0041366			drTriRepe4Chr5g596400.1
OG0041367			drTriRepe4Chr5g596700.1
OG0041368			drTriRepe4Chr5g596900.1
OG0041369			drTriRepe4Chr5g597000.1
OG0041370			drTriRepe4Chr5g597200.1
OG0041371			drTriRepe4Chr5g599000.1
OG0041372			drTriRepe4Chr5g601100.1
OG0041373			drTriRepe4Chr5g602900.1
OG0041374			drTriRepe4Chr5g603300.1
OG0041375			drTriRepe4Chr6g002500.1
OG0041376			drTriRepe4Chr6g003100.1
OG0041377			drTriRepe4Chr6g003200.1
OG0041378			drTriRepe4Chr6g004500.1
OG0041379			drTriRepe4Chr6g006700.1
OG0041380			drTriRepe4Chr6g007400.1
OG0041381			drTriRepe4Chr6g010000.1
OG0041382			drTriRepe4Chr6g010100.1
OG0041383			drTriRepe4Chr6g010200.1
OG0041384			drTriRepe4Chr6g011500.1
OG0041385			drTriRepe4Chr6g013100.1
OG0041386			drTriRepe4Chr6g013900.1
OG0041387			drTriRepe4Chr6g014200.1
OG0041388			drTriRepe4Chr6g014500.1
OG0041389			drTriRepe4Chr6g014900.1
OG0041390			drTriRepe4Chr6g019200.1
OG0041391			drTriRepe4Chr6g020000.1
OG0041392			drTriRepe4Chr6g021500.1
OG0041393			drTriRepe4Chr6g021600.1
OG0041394			drTriRepe4Chr6g022700.1
OG0041395			drTriRepe4Chr6g024000.1
OG0041396			drTriRepe4Chr6g027600.1
OG0041397			drTriRepe4Chr6g029800.1
OG0041398			drTriRepe4Chr6g029900.3
OG0041399			drTriRepe4Chr6g030200.1
OG0041400			drTriRepe4Chr6g030800.1
OG0041401			drTriRepe4Chr6g032300.1
OG0041402			drTriRepe4Chr6g035500.1
OG0041403			drTriRepe4Chr6g035600.1
OG0041404			drTriRepe4Chr6g035900.1
OG0041405			drTriRepe4Chr6g036400.1
OG0041406			drTriRepe4Chr6g037200.1
OG0041407			drTriRepe4Chr6g037300.1
OG0041408			drTriRepe4Chr6g037500.1
OG0041409			drTriRepe4Chr6g038300.1
OG0041410			drTriRepe4Chr6g038300.2
OG0041411			drTriRepe4Chr6g038800.1
OG0041412			drTriRepe4Chr6g038800.2
OG0041413			drTriRepe4Chr6g041400.1
OG0041414			drTriRepe4Chr6g041900.1
OG0041415			drTriRepe4Chr6g042100.1
OG0041416			drTriRepe4Chr6g042200.1
OG0041417			drTriRepe4Chr6g042300.1
OG0041418			drTriRepe4Chr6g044000.1
OG0041419			drTriRepe4Chr6g044700.1
OG0041420			drTriRepe4Chr6g045000.1
OG0041421			drTriRepe4Chr6g046100.1
OG0041422			drTriRepe4Chr6g046500.1
OG0041423			drTriRepe4Chr6g047300.1
OG0041424			drTriRepe4Chr6g048200.1
OG0041425			drTriRepe4Chr6g048300.1
OG0041426			drTriRepe4Chr6g048900.1
OG0041427			drTriRepe4Chr6g050400.1
OG0041428			drTriRepe4Chr6g050800.1
OG0041429			drTriRepe4Chr6g051700.1
OG0041430			drTriRepe4Chr6g053500.1
OG0041431			drTriRepe4Chr6g054000.1
OG0041432			drTriRepe4Chr6g054600.1
OG0041433			drTriRepe4Chr6g055000.1
OG0041434			drTriRepe4Chr6g056800.1
OG0041435			drTriRepe4Chr6g057200.1
